global_id,A1S1,A1N1,C2S2,H1_1,H4_1,I4Q1,I4Q2,I4Q3,I4Q4,I4Q5,I4Q6,I4Q7,k_means,k_means_dummy,k_means_pca,k_means_dummy_pca,Spectral,Spectral_dummy,Spectral_pca,Spectral_dummy_pca,gmm,gmm_pca,gmm_dummy,gmm_dummy_pca,agg,agg_pca,agg_dummy,agg_dummy_pca,dbscan,dbscan_pca,dbscan_dummy,dbscan_dummy_pca,meanshift,meanshift_pca,meanshift_dummy_pca
113367.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
113421.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,0,1,2,0,1,1,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
113486.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,1,1,2,0,1,1,-1,0,-1,0,1,0,0
113494.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,0,0,1,1,0,0,-1,0,1,0,0
113495.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
113502.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
113504.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
113515.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
113539.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2,0,0,2,0,1,0,0,0,2,1,1,1,0,1,1,-1,0,-1,0,1,0,0
113619.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,0,0,1,2,0,1,1,-1,0,-1,0,1,0,0
113630.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2,0,1,2,0,1,1,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
113675.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,2,0,1,1,1,0,-1,0,1,0,0
113689.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2,0,1,2,0,1,0,0,0,0,0,1,2,0,1,1,-1,0,-1,0,1,0,0
113767.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,2,0,0,0,0,-1,0,0,0,0
113774.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,1,1,1,0,1,1,1,0,-1,0,1,0,0
113799.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,1,0,1,1,0,2,2,-1,0,-1,0,1,0,0
113802.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
113807.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
113877.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
113878.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
113902.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,2,0,1,1,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
113907.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
113917.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1,2,0,1,0,0,0,1,1,1,1,1,2,1,0,0,-1,0,-1,0,1,0,0
113921.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
113928.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,-1,0,-1,0,0,0,0
113929.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,1,1,0,2,2,1,0,-1,0,1,0,0
113930.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,1,1,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
113936.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1,2,0,1,2,2,0,2,0,1,1,1,2,2,0,0,0,0,-1,0,0,0,0
113938.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
113939.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
114005.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114042.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,1,1,1,2,1,0,0,2,0,0,-1,-1,-1,0,0,0,0
114043.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114054.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
114081.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114089.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
114120.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
114126.0,1.0,1.0,2.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,2,0,0,0,2,2,1,0,2,2,-1,-1,-1,0,1,0,0
114132.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1,2,0,1,0,0,0,1,2,1,2,1,2,1,0,0,-1,0,-1,0,1,0,0
114220.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114228.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114245.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
114248.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0,0,2,0,1,0,1,0,1,1,1,2,0,1,1,1,0,-1,0,1,0,0
114255.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
114264.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,1,2,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
114273.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,1,2,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
114295.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,1,1,0,2,2,-1,0,-1,0,1,0,0
114297.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114303.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2,0,1,2,0,1,0,0,0,1,2,1,2,0,1,1,-1,0,-1,0,1,0,0
114313.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
114318.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
114339.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,0,1,1,1,0,1,1,1,0,-1,0,1,0,0
114369.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114412.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114475.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,1,1,2,1,0,2,2,0,0,0,0,-1,0,0,0,0
114476.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
114487.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
114491.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
114515.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,2,1,0,1,0,0,-1,0,0,0,0
114517.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
114529.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114539.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
114555.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
114575.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1,2,0,1,0,2,1,2,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
114618.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
114629.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114650.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
114756.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,2,1,0,2,2,0,0,0,0,-1,0,0,0,0
114772.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111018.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,0,2,2,1,1,0,0,1,2,2,2,1,2,1,0,0,-1,0,-1,0,0,0,0
111021.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111022.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111023.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111024.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1,0,0,2,0,1,0,1,0,1,1,1,2,1,1,1,-1,0,-1,0,1,0,0
111045.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,2,0,1,1,1,2,1,0,0,2,0,0,0,0,-1,0,0,0,0
111054.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1,0,0,2,2,2,0,2,0,1,1,1,2,2,1,0,-1,0,-1,0,1,0,0
111059.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2,0,1,2,0,1,1,0,2,2,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111062.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1,2,0,1,2,2,0,2,1,2,1,0,2,2,0,0,0,0,-1,0,0,0,0
111064.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1,2,0,1,1,0,0,1,2,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111071.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111084.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,1,1,1,0,1,1,1,0,-1,0,1,0,0
111085.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,1,0,2,2,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111089.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,-1,0,0,0,0
111093.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,1,0,2,0,0,-1,0,-1,0,0,0,0
111105.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1,2,0,1,1,0,0,1,1,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111114.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1,0,0,2,0,1,1,0,2,2,2,1,1,0,0,1,-1,0,-1,0,1,0,0
111121.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1,2,0,1,1,0,0,1,1,1,1,0,2,2,0,0,0,0,-1,0,0,0,0
111122.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,0,1,0,1,2,1,1,1,-1,0,-1,0,1,0,0
111131.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,2,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111133.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111136.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,1,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111150.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,2,0,0,1,0,0,-1,0,-1,0,0,0,0
111157.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,1,0,1,1,0,2,2,-1,0,-1,0,1,0,0
111159.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111172.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,0,0,0,1,0,1,2,0,0,2,1,0,-1,0,1,0,0
111174.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,2,1,1,1,-1,0,-1,0,0,0,0
111179.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,1,0,-1,0,1,0,0
111187.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,2,0,1,2,0,0,1,0,2,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111189.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111191.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,0,0,0,1,0,1,2,0,0,2,1,0,-1,0,1,0,0
111192.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111196.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111199.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111201.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111204.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
111227.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2,0,1,2,0,1,0,0,0,1,0,1,2,0,1,1,-1,0,-1,0,1,0,0
111228.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,1,1,1,2,1,0,0,2,0,0,-1,0,-1,0,0,0,0
111229.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111231.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,-1,0,0,0,0
111233.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1,2,0,1,2,0,0,1,1,1,1,1,2,2,0,0,0,0,-1,0,0,0,0
111237.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1,2,0,1,2,0,0,1,1,1,1,1,2,2,0,1,0,0,-1,0,0,0,0
111242.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0,2,2,1,1,0,0,1,2,2,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111264.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,2,1,0,1,1,0,2,2,-1,0,-1,0,1,0,0
111272.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0,2,0,1,1,0,0,1,2,2,1,1,0,2,0,1,-1,0,-1,0,0,0,0
111274.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2,0,1,2,0,1,0,1,2,1,0,1,1,0,1,1,-1,0,-1,0,1,0,0
111277.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,0,1,0,1,0,0,-1,0,0,0,0
111279.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111286.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1,0,0,2,0,1,0,0,0,1,1,1,2,2,1,0,-1,0,-1,0,1,0,0
111287.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1,0,0,2,1,0,0,1,2,2,1,1,2,1,0,1,-1,0,-1,0,0,0,0
111294.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,2,2,1,0,0,1,2,1,1,1,0,1,1,1,-1,0,-1,0,0,0,0
111300.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111301.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,1,1,0,2,2,-1,0,-1,0,1,0,0
111339.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0,2,2,1,1,0,0,1,2,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111344.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1,2,0,1,1,0,0,1,0,1,1,1,2,1,0,0,-1,0,-1,0,0,0,0
111345.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1,2,0,1,2,0,1,1,2,2,1,1,0,2,0,0,-1,0,-1,0,0,0,0
111347.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1,0,0,2,1,0,0,1,0,1,1,1,2,2,1,1,0,0,-1,0,0,0,0
111348.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2,1,1,0,0,1,0,0,0,1,0,1,1,0,1,2,1,0,-1,0,1,0,0
111360.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111364.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,-1,0,0,0,0
111365.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,0,0,2,2,0,0,1,2,1,1,1,2,2,1,1,0,0,-1,0,0,0,0
111377.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1,0,0,2,0,1,0,0,0,2,1,1,1,0,0,1,-1,0,-1,0,1,0,0
111387.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111394.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,2,-1,0,-1,0,1,0,0
111400.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,-1,0,1,0,0
111401.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2,1,1,0,0,1,0,0,0,1,0,1,2,0,0,2,-1,0,-1,0,1,0,0
111437.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1,0,0,2,2,0,0,1,2,1,1,1,2,2,0,0,-1,0,-1,0,1,0,0
