111016.0,0
111037.0,0
111039.0,2
111041.0,0
111055.0,0
111061.0,0
111097.0,0
111098.0,0
111117.0,0
111140.0,2
111148.0,2
111163.0,0
111176.0,0
111180.0,0
111181.0,0
111186.0,0
111208.0,0
111246.0,0
111263.0,0
111278.0,0
111281.0,0
111313.0,0
111403.0,0
111436.0,0
111483.0,0
111573.0,0
111583.0,0
111586.0,2
111587.0,0
111590.0,0
111592.0,0
111599.0,0
111643.0,0
111694.0,0
111707.0,0
111746.0,0
111801.0,2
111876.0,0
111881.0,0
111979.0,2
111996.0,0
112097.0,0
112135.0,0
112169.0,0
112189.0,0
112200.0,0
112206.0,0
112207.0,0
112212.0,0
112213.0,0
112218.0,0
112232.0,0
112248.0,0
112263.0,0
112266.0,0
112292.0,0
112295.0,0
112298.0,0
112302.0,0
112313.0,0
112318.0,0
112321.0,0
112323.0,0
112381.0,0
112407.0,0
112428.0,0
112448.0,0
112456.0,0
112468.0,0
112566.0,0
112707.0,0
112718.0,0
112725.0,0
112726.0,0
112729.0,0
112734.0,0
112742.0,0
112744.0,0
112751.0,0
112771.0,0
112777.0,0
112785.0,1
112802.0,0
112807.0,0
112813.0,0
112819.0,0
112820.0,0
112822.0,0
112838.0,0
112849.0,0
112910.0,0
112913.0,0
112916.0,0
112925.0,0
112929.0,0
112934.0,0
112950.0,0
113007.0,0
113017.0,0
113019.0,0
113020.0,0
113030.0,0
113053.0,0
113072.0,0
113086.0,0
113093.0,0
113119.0,0
113141.0,0
113143.0,0
113170.0,0
113205.0,0
113208.0,0
113223.0,0
113244.0,0
113263.0,0
113316.0,0
113317.0,1
113338.0,1
113346.0,0
113351.0,0
113352.0,0
113353.0,0
113355.0,0
113356.0,0
113358.0,0
113366.0,0
113367.0,0
113421.0,2
113486.0,0
113494.0,0
113495.0,0
113502.0,0
113504.0,0
113515.0,0
113539.0,0
113619.0,0
113630.0,2
113675.0,0
113689.0,0
113767.0,0
113774.0,0
113799.0,0
113802.0,0
113807.0,2
113877.0,0
113878.0,0
113902.0,2
113907.0,0
113917.0,0
113921.0,0
113928.0,0
113929.0,0
113930.0,2
113936.0,0
113938.0,0
113939.0,0
114005.0,0
114042.0,2
114043.0,0
114054.0,0
114081.0,0
114089.0,0
114120.0,0
114126.0,1
114132.0,0
114220.0,0
114228.0,0
114245.0,0
114248.0,0
114255.0,2
114264.0,2
114273.0,2
114295.0,2
114297.0,0
114303.0,0
114313.0,0
114318.0,0
114339.0,0
114369.0,0
114412.0,0
114475.0,0
114476.0,0
114487.0,0
114491.0,0
114515.0,0
114517.0,0
114529.0,0
114539.0,0
114555.0,0
114575.0,2
114618.0,0
114629.0,0
114650.0,0
114756.0,0
114772.0,0
111018.0,0
111021.0,2
111022.0,0
111023.0,0
111024.0,0
111045.0,2
111054.0,0
111059.0,2
111062.0,0
111064.0,0
111071.0,2
111084.0,0
111085.0,2
111089.0,0
111093.0,0
111105.0,0
111114.0,2
111121.0,0
111122.0,0
111131.0,0
111133.0,2
111136.0,2
111150.0,0
111157.0,0
111159.0,0
111172.0,0
111174.0,0
111179.0,0
111187.0,0
111189.0,0
111191.0,0
111192.0,0
111196.0,0
111199.0,2
111201.0,0
111204.0,0
111227.0,0
111228.0,2
111229.0,0
111231.0,0
111233.0,0
111237.0,0
111242.0,0
111264.0,0
111272.0,0
111274.0,0
111277.0,0
111279.0,0
111286.0,0
111287.0,0
111294.0,0
111300.0,0
111301.0,0
111339.0,0
111344.0,0
111345.0,2
111347.0,0
111348.0,0
111360.0,2
111364.0,0
111365.0,0
111377.0,0
111387.0,0
111394.0,2
111400.0,0
111401.0,0
111437.0,0
111448.0,0
111453.0,0
111454.0,0
111466.0,0
111468.0,0
111470.0,0
111473.0,0
111481.0,0
111485.0,0
111506.0,0
111510.0,0
111511.0,0
111512.0,0
111513.0,0
111521.0,0
111528.0,2
111529.0,0
111531.0,0
111535.0,0
111536.0,0
111548.0,2
111550.0,0
111553.0,0
111561.0,0
111567.0,0
111569.0,0
111570.0,0
111575.0,0
111579.0,0
111581.0,0
111597.0,0
111600.0,1
111603.0,1
111605.0,0
111610.0,0
111619.0,0
111627.0,0
111630.0,0
111635.0,0
111640.0,0
111654.0,0
111655.0,0
111656.0,0
111664.0,0
111678.0,0
111687.0,0
111692.0,0
111697.0,0
111700.0,0
111708.0,0
111710.0,0
111712.0,0
111713.0,0
111747.0,0
111748.0,0
111749.0,0
111750.0,0
111752.0,0
111754.0,0
111767.0,2
111784.0,2
111789.0,2
111799.0,0
111809.0,0
111810.0,0
111821.0,0
111824.0,2
111830.0,0
111837.0,0
111839.0,0
111848.0,0
111849.0,0
111856.0,2
111860.0,0
111874.0,0
111887.0,0
111890.0,0
111893.0,0
111896.0,0
111897.0,2
111900.0,0
111909.0,0
111914.0,0
111915.0,0
111918.0,0
111922.0,0
111923.0,0
111927.0,2
111929.0,0
111931.0,0
111934.0,0
111940.0,0
111945.0,0
111950.0,0
111953.0,0
111955.0,2
111959.0,0
111963.0,0
111972.0,0
111980.0,0
111983.0,2
112004.0,0
112006.0,0
112007.0,0
112008.0,0
112009.0,0
112010.0,0
112012.0,0
112014.0,0
112015.0,0
112018.0,0
112026.0,0
112027.0,0
112028.0,0
112031.0,0
112034.0,0
112035.0,0
112055.0,0
112061.0,0
112062.0,0
112063.0,0
112072.0,0
112074.0,0
112080.0,0
112082.0,0
112098.0,0
112119.0,0
112121.0,0
112134.0,0
112151.0,0
112153.0,0
112155.0,0
112163.0,2
112164.0,0
112165.0,2
112166.0,0
112167.0,0
112177.0,2
112182.0,0
112196.0,0
112202.0,0
112204.0,2
112220.0,0
112221.0,0
112223.0,0
112226.0,0
112227.0,0
112228.0,0
112230.0,0
112235.0,0
112257.0,0
112260.0,0
112261.0,0
112268.0,0
112269.0,0
112288.0,0
112290.0,0
112312.0,0
112314.0,0
112325.0,0
112327.0,0
112328.0,0
112329.0,0
112330.0,0
112334.0,0
112343.0,0
112344.0,0
112356.0,2
112359.0,0
112361.0,0
112363.0,0
112364.0,0
112368.0,0
112370.0,2
112373.0,2
112377.0,0
112379.0,0
112384.0,0
112389.0,0
112391.0,0
112402.0,2
112420.0,0
112429.0,0
112433.0,0
112434.0,0
112436.0,0
112438.0,0
112439.0,0
112440.0,0
112444.0,0
112445.0,0
112446.0,0
112447.0,0
112451.0,1
112457.0,0
112458.0,0
112461.0,0
112464.0,0
112477.0,2
112478.0,0
112485.0,0
112486.0,2
112487.0,0
112488.0,0
112495.0,0
112499.0,0
112502.0,2
112506.0,0
112511.0,0
112512.0,0
112514.0,2
112515.0,0
112519.0,0
112522.0,0
112525.0,0
112526.0,0
112530.0,0
112550.0,0
112555.0,0
112556.0,0
112560.0,0
112561.0,0
112564.0,0
112565.0,2
112568.0,0
112569.0,0
112575.0,0
112576.0,0
112582.0,2
112583.0,2
112585.0,0
112586.0,0
112589.0,0
112592.0,0
112593.0,0
112599.0,0
112601.0,0
112604.0,2
112608.0,0
